time-point	#client-msg	#server-msg	client-bytes	server-bytes	avg-client-bytes	avg-server-bytes
2018-02-08 17:25:12	3	2	134	50	44.67	25.00
2018-02-08 17:25:13	10	10	2374	239	237.40	23.90
2018-02-08 17:25:14	17	44	961	12572	56.53	285.73
2018-02-08 17:25:15	19	19	643	8275	33.84	435.53
2018-02-08 17:25:16	21	20	1061	9764	50.52	488.20
2018-02-08 17:25:17	21	15	965	6591	45.95	439.40
2018-02-08 17:25:18	20	15	916	8239	45.80	549.27
2018-02-08 17:25:19	21	8	837	3320	39.86	415.00
2018-02-08 17:25:20	24	9	984	2393	41.00	265.89
2018-02-08 17:25:21	20	5	868	1685	43.40	337.00
2018-02-08 17:25:22	22	9	902	1449	41.00	161.00
2018-02-08 17:25:23	18	5	834	1109	46.33	221.80
2018-02-08 17:25:24	23	7	967	1511	42.04	215.86
2018-02-08 17:25:25	23	7	935	1255	40.65	179.29
2018-02-08 17:25:26	20	7	868	1607	43.40	229.57
2018-02-08 17:25:27	23	8	919	1144	39.96	143.00
2018-02-08 17:25:28	25	9	1001	1657	40.04	184.11
2018-02-08 17:25:29	19	5	851	1013	44.79	202.60
2018-02-08 17:25:30	23	7	967	1015	42.04	145.00
2018-02-08 17:25:31	22	6	918	1334	41.73	222.33
2018-02-08 17:25:32	22	7	950	1495	43.18	213.57
2018-02-08 17:25:33	20	6	868	1558	43.40	259.67
2018-02-08 17:25:34	22	7	950	1239	43.18	177.00
2018-02-08 17:25:35	23	7	935	1479	40.65	211.29
2018-02-08 17:25:36	22	8	902	2760	41.00	345.00
2018-02-08 17:25:37	26	8	4794	2408	184.38	301.00
2018-02-08 17:25:38	30	13	606	701	20.20	53.92
2018-02-08 17:25:39	29	14	1469	366	50.66	26.14
2018-02-08 17:25:40	29	14	573	526	19.76	37.57
2018-02-08 17:25:41	28	13	540	381	19.29	29.31
2018-02-08 17:25:42	29	15	557	383	19.21	25.53
2018-02-08 17:25:43	31	14	591	398	19.06	28.43
2018-02-08 17:25:44	29	14	557	430	19.21	30.71
2018-02-08 17:25:45	29	14	573	478	19.76	34.14
2018-02-08 17:25:46	31	15	575	399	18.55	26.60
2018-02-08 17:25:47	28	14	540	494	19.29	35.29
2018-02-08 17:25:48	31	14	591	462	19.06	33.00
2018-02-08 17:25:49	30	14	574	462	19.13	33.00
2018-02-08 17:25:50	27	13	523	477	19.37	36.69
2018-02-08 17:25:51	28	16	556	5280	19.86	330.00
2018-02-08 17:25:52	26	15	522	9071	20.08	604.73
2018-02-08 17:25:53	27	14	523	7358	19.37	525.57
2018-02-08 17:25:54	23	13	455	7949	19.78	611.46
2018-02-08 17:25:55	27	15	555	8767	20.56	584.47
2018-02-08 17:25:56	28	16	524	9696	18.71	606.00
2018-02-08 17:25:57	27	19	539	10675	19.96	561.84
2018-02-08 17:25:58	30	20	590	11044	19.67	552.20
2018-02-08 17:25:59	27	21	555	12549	20.56	597.57
2018-02-08 17:26:00	33	21	1361	13237	41.24	630.33
2018-02-08 17:26:01	32	20	1680	9796	52.50	489.80
2018-02-08 17:26:02	36	20	1636	10244	45.44	512.20
2018-02-08 17:26:03	29	13	1277	8221	44.03	632.38
2018-02-08 17:26:04	33	12	1313	8060	39.79	671.67
2018-02-08 17:26:05	32	12	1392	7884	43.50	657.00
2018-02-08 17:26:06	35	14	1379	7550	39.40	539.29
2018-02-08 17:26:07	33	11	1425	6827	43.18	620.64
2018-02-08 17:26:08	34	13	1410	7453	41.47	573.31
2018-02-08 17:26:09	34	12	1522	7052	44.76	587.67
2018-02-08 17:26:10	34	13	1586	7293	46.65	561.00
2018-02-08 17:26:11	35	11	1427	6475	40.77	588.64
2018-02-08 17:26:12	33	12	1473	6524	44.64	543.67
2018-02-08 17:26:13	32	12	1392	7036	43.50	586.33
2018-02-08 17:26:14	34	11	1426	6123	41.94	556.64
2018-02-08 17:26:15	32	12	1360	5836	42.50	486.33
2018-02-08 17:26:16	32	11	1344	4555	42.00	414.09
2018-02-08 17:26:17	33	11	1409	4475	42.70	406.82
2018-02-08 17:26:18	32	12	1328	3676	41.50	306.33
2018-02-08 17:26:19	28	10	1260	3786	45.00	378.60
2018-02-08 17:26:20	30	11	1262	3595	42.07	326.82
2018-02-08 17:26:21	29	11	1229	3435	42.38	312.27
2018-02-08 17:26:22	27	10	1291	3434	47.81	343.40
2018-02-08 17:26:23	28	10	1276	3194	45.57	319.40
2018-02-08 17:26:24	29	10	1373	3834	47.34	383.40
2018-02-08 17:26:25	30	12	1422	3740	47.40	311.67
2018-02-08 17:26:26	28	11	1308	4379	46.71	398.09
2018-02-08 17:26:27	29	9	1293	4777	44.59	530.78
2018-02-08 17:26:28	29	13	1213	5389	41.83	414.54
2018-02-08 17:26:29	27	12	1227	5452	45.44	454.33
2018-02-08 17:26:30	30	10	2078	3738	69.27	373.80
2018-02-08 17:26:31	28	10	1356	4426	48.43	442.60
2018-02-08 17:26:32	31	12	1455	3148	46.94	262.33
2018-02-08 17:26:33	30	11	1486	2843	49.53	258.45
2018-02-08 17:26:34	30	10	1470	2746	49.00	274.60
2018-02-08 17:26:35	29	11	1421	3019	49.00	274.45
2018-02-08 17:26:36	31	11	1439	2603	46.42	236.64
2018-02-08 17:26:37	28	11	1484	2603	53.00	236.64
2018-02-08 17:26:38	28	11	1532	2363	54.71	214.82
2018-02-08 17:26:39	30	11	1294	2091	43.13	190.09
2018-02-08 17:26:40	34	11	1890	3019	55.59	274.45
2018-02-08 17:26:41	35	12	1795	2844	51.29	237.00
2018-02-08 17:26:42	33	11	1553	3275	47.06	297.73
2018-02-08 17:26:43	35	12	1683	3692	48.09	307.67
2018-02-08 17:26:44	40	13	1784	3485	44.60	268.08
2018-02-08 17:26:45	32	10	1584	2586	49.50	258.60
2018-02-08 17:26:46	37	11	1765	2827	47.70	257.00
2018-02-08 17:26:47	35	11	1715	3179	49.00	289.00
2018-02-08 17:26:48	32	11	1680	2587	52.50	235.18
2018-02-08 17:26:49	32	10	1744	2426	54.50	242.60
2018-02-08 17:26:50	36	11	1684	3147	46.78	286.09
2018-02-08 17:26:51	32	11	1696	3003	53.00	273.00
2018-02-08 17:26:52	39	12	1927	2044	49.41	170.33
2018-02-08 17:26:53	34	11	1986	2123	58.41	193.00
2018-02-08 17:26:54	35	12	1971	2700	56.31	225.00
2018-02-08 17:26:55	37	11	1909	2459	51.59	223.55
2018-02-08 17:26:56	32	10	1632	1850	51.00	185.00
2018-02-08 17:26:57	35	14	1779	3006	50.83	214.71
2018-02-08 17:26:58	33	11	1697	1451	51.42	131.91
2018-02-08 17:26:59	35	11	1875	1323	53.57	120.27
2018-02-08 17:27:00	42	12	1802	1916	42.90	159.67
2018-02-08 17:27:01	41	11	1673	2139	40.80	194.45
2018-02-08 17:27:02	38	11	2262	2379	59.53	216.27
2018-02-08 17:27:03	35	11	1603	1787	45.80	162.45
2018-02-08 17:27:04	34	11	1490	1659	43.82	150.82
2018-02-08 17:27:05	33	11	1697	2251	51.42	204.64
2018-02-08 17:27:06	34	11	1714	2267	50.41	206.09
2018-02-08 17:27:07	38	14	1510	1678	39.74	119.86
2018-02-08 17:27:08	37	12	1733	2124	46.84	177.00
2018-02-08 17:27:09	36	11	1940	1627	53.89	147.91
2018-02-08 17:27:10	36	11	1668	1899	46.33	172.64
2018-02-08 17:27:11	36	11	1668	2011	46.33	182.82
2018-02-08 17:27:12	31	11	1535	1563	49.52	142.09
2018-02-08 17:27:13	35	11	1683	1851	48.09	168.27
2018-02-08 17:27:14	32	13	1712	1581	53.50	121.62
2018-02-08 17:27:15	40	14	1864	2606	46.60	186.14
2018-02-08 17:27:16	34	10	1634	2074	48.06	207.40
2018-02-08 17:27:17	35	12	1651	2044	47.17	170.33
2018-02-08 17:27:18	39	15	1719	3935	44.08	262.33
2018-02-08 17:27:19	33	11	1505	2011	45.61	182.82
2018-02-08 17:27:20	33	12	1585	2012	48.03	167.67
2018-02-08 17:27:21	41	13	1673	3581	40.80	275.46
2018-02-08 17:27:22	33	11	1649	1771	49.97	161.00
2018-02-08 17:27:23	34	12	1858	1468	54.65	122.33
2018-02-08 17:27:24	36	11	1636	1835	45.44	166.82
2018-02-08 17:27:25	37	13	1701	2125	45.97	163.46
2018-02-08 17:27:26	35	12	1507	1932	43.06	161.00
2018-02-08 17:27:27	36	10	1844	2378	51.22	237.80
2018-02-08 17:27:28	38	13	1718	2621	45.21	201.62
2018-02-08 17:27:29	37	12	1669	2300	45.11	191.67
2018-02-08 17:27:30	37	14	1829	2318	49.43	165.57
2018-02-08 17:27:31	33	12	1681	1836	50.94	153.00
2018-02-08 17:27:32	34	12	1506	1804	44.29	150.33
2018-02-08 17:27:33	38	13	1558	1837	41.00	141.31
2018-02-08 17:27:34	36	12	1524	1548	42.33	129.00
2018-02-08 17:27:35	34	12	1618	1756	47.59	146.33
2018-02-08 17:27:36	40	13	1784	1901	44.60	146.23
2018-02-08 17:27:37	36	13	1524	1389	42.33	106.85
2018-02-08 17:27:38	34	12	1506	1324	44.29	110.33
2018-02-08 17:27:39	37	12	1605	1628	43.38	135.67
2018-02-08 17:27:40	35	13	1571	2317	44.89	178.23
2018-02-08 17:27:41	36	12	1412	1836	39.22	153.00
2018-02-08 17:27:42	37	15	1461	2335	39.49	155.67
2018-02-08 17:27:43	35	13	1443	1965	41.23	151.15
2018-02-08 17:27:44	32	13	1312	1501	41.00	115.46
2018-02-08 17:27:45	37	13	1637	2157	44.24	165.92
2018-02-08 17:27:46	35	13	1363	2797	38.94	215.15
2018-02-08 17:27:47	33	13	1281	1869	38.82	143.77
2018-02-08 17:27:48	35	13	1347	1693	38.49	130.23
2018-02-08 17:27:49	38	13	1494	1741	39.32	133.92
2018-02-08 17:27:50	37	13	1653	1677	44.68	129.00
2018-02-08 17:27:51	36	13	1476	1581	41.00	121.62
2018-02-08 17:27:52	35	14	1459	1774	41.69	126.71
2018-02-08 17:27:53	37	13	1493	1229	40.35	94.54
2018-02-08 17:27:54	34	14	1570	1838	46.18	131.29
2018-02-08 17:27:55	37	13	1829	2077	49.43	159.77
2018-02-08 17:27:56	38	13	1766	1037	46.47	79.77
2018-02-08 17:27:57	38	13	1766	1133	46.47	87.15
2018-02-08 17:27:58	36	14	1396	1166	38.78	83.29
2018-02-08 17:27:59	39	13	1863	1117	47.77	85.92
2018-02-08 17:28:00	41	15	1561	1167	38.07	77.80
2018-02-08 17:28:01	35	13	1571	1037	44.89	79.77
2018-02-08 17:28:02	36	14	1572	814	43.67	58.14
2018-02-08 17:28:03	38	13	1526	781	40.16	60.08
2018-02-08 17:28:04	33	14	1809	862	54.82	61.57
2018-02-08 17:28:05	31	13	1503	893	48.48	68.69
2018-02-08 17:28:06	30	13	1534	733	51.13	56.38
2018-02-08 17:28:07	29	14	1389	798	47.90	57.00
2018-02-08 17:28:08	30	14	1470	894	49.00	63.86
2018-02-08 17:28:09	32	14	1408	942	44.00	67.29
2018-02-08 17:28:10	33	14	1521	1246	46.09	89.00
2018-02-08 17:28:11	31	15	1423	1615	45.90	107.67
2018-02-08 17:28:12	29	14	1309	1294	45.14	92.43
2018-02-08 17:28:13	31	15	1503	1583	48.48	105.53
2018-02-08 17:28:14	34	15	1538	2335	45.24	155.67
2018-02-08 17:28:15	33	15	1521	1823	46.09	121.53
2018-02-08 17:28:16	33	16	1425	2192	43.18	137.00
2018-02-08 17:28:17	34	15	1570	2399	46.18	159.93
2018-02-08 17:28:18	33	15	1489	1759	45.12	117.27
2018-02-08 17:28:19	33	15	1441	1967	43.67	131.13
2018-02-08 17:28:20	32	15	1568	1711	49.00	114.07
2018-02-08 17:28:21	33	15	1489	1647	45.12	109.80
2018-02-08 17:28:22	34	16	1522	1904	44.76	119.00
2018-02-08 17:28:23	35	16	1523	1776	43.51	111.00
2018-02-08 17:28:24	33	15	1505	1359	45.61	90.60
2018-02-08 17:28:25	41	17	1577	1281	38.46	75.35
2018-02-08 17:28:26	45	17	1709	1137	37.98	66.88
2018-02-08 17:28:27	38	15	1542	943	40.58	62.87
2018-02-08 17:28:28	38	16	1574	944	41.42	59.00
2018-02-08 17:28:29	42	17	1690	1585	40.24	93.24
2018-02-08 17:28:30	42	15	1786	2095	42.52	139.67
2018-02-08 17:28:31	37	17	1637	1377	44.24	81.00
2018-02-08 17:28:32	41	16	1705	1200	41.59	75.00
2018-02-08 17:28:33	40	17	1592	1409	39.80	82.88
2018-02-08 17:28:34	38	16	1590	1456	41.84	91.00
2018-02-08 17:28:35	38	16	1478	1120	38.89	70.00
2018-02-08 17:28:36	38	15	1478	799	38.89	53.27
2018-02-08 17:28:37	34	18	1570	1410	46.18	78.33
2018-02-08 17:28:38	38	17	1670	1441	43.95	84.76
2018-02-08 17:28:39	36	17	1332	1345	37.00	79.12
2018-02-08 17:28:40	35	17	1523	1553	43.51	91.35
2018-02-08 17:28:41	35	17	1603	1329	45.80	78.18
2018-02-08 17:28:42	36	17	1556	1217	43.22	71.59
2018-02-08 17:28:43	33	18	1441	1346	43.67	74.78
2018-02-08 17:28:44	37	18	1445	1426	39.05	79.22
2018-02-08 17:28:45	35	17	1731	1297	49.46	76.29
2018-02-08 17:28:46	36	18	1492	1394	41.44	77.44
2018-02-08 17:28:47	35	17	1459	1169	41.69	68.76
2018-02-08 17:28:48	35	19	1619	1411	46.26	74.26
2018-02-08 17:28:49	37	19	1781	1715	48.14	90.26
2018-02-08 17:28:50	41	17	1705	1169	41.59	68.76
2018-02-08 17:28:51	40	18	1528	1458	38.20	81.00
2018-02-08 17:28:52	36	18	1748	1506	48.56	83.67
2018-02-08 17:28:53	36	19	1540	1331	42.78	70.05
2018-02-08 17:28:54	33	18	1377	1378	41.73	76.56
2018-02-08 17:28:55	35	18	1731	1810	49.46	100.56
2018-02-08 17:28:56	36	19	1524	1699	42.33	89.42
2018-02-08 17:28:57	34	18	1554	1426	45.71	79.22
2018-02-08 17:28:58	36	19	1636	1827	45.44	96.16
2018-02-08 17:28:59	38	18	1430	1570	37.63	87.22
2018-02-08 17:29:00	38	19	1606	1731	42.26	91.11
2018-02-08 17:29:01	40	18	1544	1602	38.60	89.00
2018-02-08 17:29:02	42	19	1482	1859	35.29	97.84
2018-02-08 17:29:03	37	19	1445	1683	39.05	88.58
2018-02-08 17:29:04	38	18	1494	1554	39.32	86.33
2018-02-08 17:29:05	36	20	1476	1876	41.00	93.80
2018-02-08 17:29:06	40	20	1480	1908	37.00	95.40
2018-02-08 17:29:07	39	18	1927	1714	49.41	95.22
2018-02-08 17:29:08	39	19	2151	3091	55.15	162.68
2018-02-08 17:29:09	38	20	2022	2932	53.21	146.60
2018-02-08 17:29:10	39	21	2295	4485	58.85	213.57
2018-02-08 17:29:11	37	18	2325	3634	62.84	201.89
2018-02-08 17:29:12	36	21	2036	6181	56.56	294.33
2018-02-08 17:29:13	35	20	1587	1540	45.34	77.00
2018-02-08 17:29:14	36	20	1524	1268	42.33	63.40
2018-02-08 17:29:15	36	20	1636	1444	45.44	72.20
2018-02-08 17:29:16	39	20	1543	1556	39.56	77.80
2018-02-08 17:29:17	45	20	1725	1540	38.33	77.00
2018-02-08 17:29:18	42	20	1546	2100	36.81	105.00
2018-02-08 17:29:19	45	20	1581	1284	35.13	64.20
2018-02-08 17:29:20	45	20	1757	1732	39.04	86.60
2018-02-08 17:29:21	44	20	1628	1220	37.00	61.00
2018-02-08 17:29:22	44	20	1564	1252	35.55	62.60
2018-02-08 17:29:23	44	20	1612	2228	36.64	111.40
2018-02-08 17:29:24	46	20	1646	1188	35.78	59.40
2018-02-08 17:29:25	44	20	1692	1012	38.45	50.60
2018-02-08 17:29:26	42	19	1546	1251	36.81	65.84
2018-02-08 17:29:27	44	21	1564	933	35.55	44.43
2018-02-08 17:29:28	44	20	1564	724	35.55	36.20
2018-02-08 17:29:29	42	20	1546	1108	36.81	55.40
2018-02-08 17:29:30	45	20	1693	644	37.62	32.20
2018-02-08 17:29:31	44	19	1532	851	34.82	44.79
2018-02-08 17:29:32	42	20	1658	852	39.48	42.60
2018-02-08 17:29:33	43	20	1659	772	38.58	38.60
2018-02-08 17:29:34	45	20	1821	932	40.47	46.60
2018-02-08 17:29:35	39	20	1735	1412	44.49	70.60
2018-02-08 17:29:36	35	20	1603	916	45.80	45.80
2018-02-08 17:29:37	35	20	1683	1444	48.09	72.20
2018-02-08 17:29:38	38	20	1638	1060	43.11	53.00
2018-02-08 17:29:39	41	20	1801	932	43.93	46.60
2018-02-08 17:29:40	40	20	1560	1428	39.00	71.40
2018-02-08 17:29:41	36	20	1540	1316	42.78	65.80
2018-02-08 17:29:42	36	20	1620	948	45.00	47.40
2018-02-08 17:29:43	40	20	1672	932	41.80	46.60
2018-02-08 17:29:44	36	20	1540	996	42.78	49.80
2018-02-08 17:29:45	34	20	1634	996	48.06	49.80
2018-02-08 17:29:46	37	20	1557	964	42.08	48.20
2018-02-08 17:29:47	41	20	1465	836	35.73	41.80
2018-02-08 17:29:48	43	20	1563	900	36.35	45.00
2018-02-08 17:29:49	42	20	1498	932	35.67	46.60
2018-02-08 17:29:50	41	19	1561	835	38.07	43.95
2018-02-08 17:29:51	37	20	1397	852	37.76	42.60
2018-02-08 17:29:52	40	20	1544	788	38.60	39.40
2018-02-08 17:29:53	40	20	1448	1156	36.20	57.80
2018-02-08 17:29:54	39	20	1687	932	43.26	46.60
2018-02-08 17:29:55	40	20	1576	916	39.40	45.80
2018-02-08 17:29:56	38	20	1638	804	43.11	40.20
2018-02-08 17:29:57	39	20	1655	852	42.44	42.60
2018-02-08 17:29:58	40	20	1368	772	34.20	38.60
2018-02-08 17:29:59	38	20	1718	772	45.21	38.60
2018-02-08 17:30:00	36	20	1588	1108	44.11	55.40
2018-02-08 17:30:01	37	20	1701	884	45.97	44.20
2018-02-08 17:30:02	42	20	1754	1060	41.76	53.00
2018-02-08 17:30:03	38	20	1382	884	36.37	44.20
2018-02-08 17:30:04	43	20	1531	1012	35.60	50.60
2018-02-08 17:30:05	28	17	1356	801	48.43	47.12
2018-02-08 17:30:06	38	20	1590	820	41.84	41.00
2018-02-08 17:30:07	41	20	1465	948	35.73	47.40
2018-02-08 17:30:08	39	19	1383	771	35.46	40.58
2018-02-08 17:30:09	42	20	1562	1220	37.19	61.00
2018-02-08 17:30:10	41	20	1721	948	41.98	47.40
2018-02-08 17:30:11	44	20	1548	1076	35.18	53.80
2018-02-08 17:30:12	41	20	1481	1668	36.12	83.40
2018-02-08 17:30:13	42	20	1594	1476	37.95	73.80
2018-02-08 17:30:14	44	20	1500	1412	34.09	70.60
2018-02-08 17:30:15	41	20	1577	996	38.46	49.80
2018-02-08 17:30:16	41	20	1449	788	35.34	39.40
2018-02-08 17:30:17	40	20	1352	756	33.80	37.80
2018-02-08 17:30:18	42	20	1434	884	34.14	44.20
2018-02-08 17:30:19	38	20	1366	1012	35.95	50.60
2018-02-08 17:30:20	39	20	1495	1060	38.33	53.00
2018-02-08 17:30:21	38	20	1318	1092	34.68	54.60
2018-02-08 17:30:22	38	20	1462	1060	38.47	53.00
2018-02-08 17:30:23	38	20	1462	884	38.47	44.20
2018-02-08 17:30:24	40	20	1400	916	35.00	45.80
2018-02-08 17:30:25	37	20	1525	868	41.22	43.40
2018-02-08 17:30:26	36	20	1492	932	41.44	46.60
2018-02-08 17:30:27	38	19	1622	1027	42.68	54.05
2018-02-08 17:30:28	38	20	1622	916	42.68	45.80
2018-02-08 17:30:29	39	20	1591	948	40.79	47.40
2018-02-08 17:30:30	37	20	1637	1012	44.24	50.60
2018-02-08 17:30:31	36	20	1540	1060	42.78	53.00
2018-02-08 17:30:32	35	20	1475	1188	42.14	59.40
2018-02-08 17:30:33	38	21	2022	2549	53.21	121.38
2018-02-08 17:30:34	37	20	1525	1140	41.22	57.00
2018-02-08 17:30:35	36	20	1604	900	44.56	45.00
2018-02-08 17:30:36	36	20	1588	820	44.11	41.00
2018-02-08 17:30:37	36	20	1556	1364	43.22	68.20
2018-02-08 17:30:38	36	20	1700	1332	47.22	66.60
2018-02-08 17:30:39	37	20	1797	980	48.57	49.00
2018-02-08 17:30:40	38	20	1814	1156	47.74	57.80
2018-02-08 17:30:41	36	20	1700	1204	47.22	60.20
2018-02-08 17:30:42	44	20	1580	1476	35.91	73.80
2018-02-08 17:30:43	40	20	1768	2452	44.20	122.60
2018-02-08 17:30:44	40	20	1640	1652	41.00	82.60
2018-02-08 17:30:45	44	20	1628	1748	37.00	87.40
2018-02-08 17:30:46	37	19	1541	1203	41.65	63.32
2018-02-08 17:30:47	38	21	1574	1269	41.42	60.43
2018-02-08 17:30:48	38	19	1478	1219	38.89	64.16
2018-02-08 17:30:49	39	20	1607	1028	41.21	51.40
2018-02-08 17:30:50	37	20	1605	1172	43.38	58.60
2018-02-08 17:30:51	36	20	1604	1332	44.56	66.60
2018-02-08 17:30:52	36	20	1604	1204	44.56	60.20
2018-02-08 17:30:53	37	20	1541	1252	41.65	62.60
2018-02-08 17:30:54	36	20	1524	1300	42.33	65.00
2018-02-08 17:30:55	38	20	1574	1268	41.42	63.40
2018-02-08 17:30:56	36	20	1604	1492	44.56	74.60
2018-02-08 17:30:57	34	20	1410	1332	41.47	66.60
2018-02-08 17:30:58	34	20	1426	1396	41.94	69.80
2018-02-08 17:30:59	39	20	1543	1300	39.56	65.00
2018-02-08 17:31:00	38	20	1478	1364	38.89	68.20
2018-02-08 17:31:01	43	20	1627	1380	37.84	69.00
2018-02-08 17:31:02	43	20	1691	1412	39.33	70.60
2018-02-08 17:31:03	45	20	1789	1220	39.76	61.00
2018-02-08 17:31:04	45	20	1981	1604	44.02	80.20
2018-02-08 17:31:05	43	20	1899	1460	44.16	73.00
2018-02-08 17:31:06	41	20	1737	1444	42.37	72.20
2018-02-08 17:31:07	44	20	2092	1428	47.55	71.40
2018-02-08 17:31:08	41	20	1609	1364	39.24	68.20
2018-02-08 17:31:09	39	19	1495	1155	38.33	60.79
2018-02-08 17:31:10	33	22	1713	4854	51.91	220.64
2018-02-08 17:31:11	37	20	4405	1924	119.05	96.20
2018-02-08 17:31:12	34	20	578	1060	17.00	53.00
2018-02-08 17:31:13	35	20	595	1156	17.00	57.80
2018-02-08 17:31:14	35	20	595	1252	17.00	62.60
2018-02-08 17:31:15	36	20	660	1844	18.33	92.20
2018-02-08 17:31:16	40	20	760	1620	19.00	81.00
2018-02-08 17:31:17	40	20	728	1172	18.20	58.60
2018-02-08 17:31:18	42	20	778	1172	18.52	58.60
2018-02-08 17:31:19	39	20	727	1380	18.64	69.00
2018-02-08 17:31:20	40	20	744	1284	18.60	64.20
2018-02-08 17:31:21	40	20	760	1300	19.00	65.00
2018-02-08 17:31:22	42	20	778	1524	18.52	76.20
2018-02-08 17:31:23	41	20	761	1396	18.56	69.80
2018-02-08 17:31:24	39	19	711	1315	18.23	69.21
2018-02-08 17:31:25	42	21	778	1285	18.52	61.19
2018-02-08 17:31:26	42	20	794	1124	18.90	56.20
2018-02-08 17:31:27	39	20	743	1172	19.05	58.60
2018-02-08 17:31:28	40	20	744	1268	18.60	63.40
2018-02-08 17:31:29	40	19	744	1411	18.60	74.26
2018-02-08 17:31:30	40	20	728	2020	18.20	101.00
2018-02-08 17:31:31	39	20	759	1476	19.46	73.80
2018-02-08 17:31:32	38	20	710	1540	18.68	77.00
2018-02-08 17:31:33	36	20	692	1700	19.22	85.00
2018-02-08 17:31:34	41	20	761	1972	18.56	98.60
2018-02-08 17:31:35	41	20	761	1780	18.56	89.00
2018-02-08 17:31:36	40	20	744	2004	18.60	100.20
2018-02-08 17:31:37	40	20	744	1668	18.60	83.40
2018-02-08 17:31:38	37	20	709	1892	19.16	94.60
2018-02-08 17:31:39	36	20	692	1556	19.22	77.80
2018-02-08 17:31:40	38	20	710	1556	18.68	77.80
2018-02-08 17:31:41	39	20	743	1812	19.05	90.60
2018-02-08 17:31:42	36	22	660	3718	18.33	169.00
2018-02-08 17:31:43	34	29	674	11309	19.82	389.97
2018-02-08 17:31:44	33	27	689	9099	20.88	337.00
2018-02-08 17:31:45	34	29	674	11165	19.82	385.00
2018-02-08 17:31:46	39	28	759	10028	19.46	358.14
2018-02-08 17:31:47	37	21	757	3589	20.46	170.90
2018-02-08 17:31:48	35	19	659	1859	18.83	97.84
2018-02-08 17:31:49	35	20	1683	1876	48.09	93.80
2018-02-08 17:31:50	34	20	658	1780	19.35	89.00
2018-02-08 17:31:51	37	20	741	1620	20.03	81.00
2018-02-08 17:31:52	38	20	694	1652	18.26	82.60
2018-02-08 17:31:53	38	20	710	1492	18.68	74.60
2018-02-08 17:31:54	37	20	693	1844	18.73	92.20
2018-02-08 17:31:55	36	20	676	1668	18.78	83.40
2018-02-08 17:31:56	36	20	676	1620	18.78	81.00
2018-02-08 17:31:57	33	20	625	1572	18.94	78.60
2018-02-08 17:31:58	36	20	676	2548	18.78	127.40
2018-02-08 17:31:59	37	20	693	1668	18.73	83.40
2018-02-08 17:32:00	39	20	711	1492	18.23	74.60
2018-02-08 17:32:01	41	20	793	1620	19.34	81.00
2018-02-08 17:32:02	40	20	744	1700	18.60	85.00
2018-02-08 17:32:03	40	20	744	1860	18.60	93.00
2018-02-08 17:32:04	37	20	709	1604	19.16	80.20
2018-02-08 17:32:05	36	19	660	1747	18.33	91.95
2018-02-08 17:32:06	35	21	675	1701	19.29	81.00
2018-02-08 17:32:07	35	19	675	1523	19.29	80.16
2018-02-08 17:32:08	36	20	692	1652	19.22	82.60
2018-02-08 17:32:09	34	20	626	1700	18.41	85.00
