time-point	#client-msg	#server-msg	client-bytes	server-bytes	avg-client-bytes	avg-server-bytes
2018-02-08 17:30:43	40	20	1768	2452	44.20	122.60	0354	39	storm	alive
2018-02-08 17:30:44	40	20	1640	1652	41.00	82.60	0355	39	storm	alive
2018-02-08 17:30:45	44	20	1628	1748	37.00	87.40	0356	39	storm	alive
2018-02-08 17:30:46	37	19	1541	1203	41.65	63.32	0357	39	storm	alive
2018-02-08 17:30:47	38	21	1574	1269	41.42	60.43	0358	39	storm	alive
2018-02-08 17:30:48	38	19	1478	1219	38.89	64.16	0359	39	move	alive
2018-02-08 17:30:49	39	20	1607	1028	41.21	51.40	0360	38	move	alive
2018-02-08 17:30:50	37	20	1605	1172	43.38	58.60	0361	38	move	alive
2018-02-08 17:30:51	36	20	1604	1332	44.56	66.60	0362	38	move	alive
2018-02-08 17:30:52	36	20	1604	1204	44.56	60.20	0363	38	move	alive
2018-02-08 17:30:53	37	20	1541	1252	41.65	62.60	0364	38	move	alive
2018-02-08 17:30:54	36	20	1524	1300	42.33	65.00	0365	38	move	alive
2018-02-08 17:30:55	38	20	1574	1268	41.42	63.40	0366	38	move	alive
2018-02-08 17:30:56	36	20	1604	1492	44.56	74.60	0367	38	move	alive
2018-02-08 17:30:57	34	20	1410	1332	41.47	66.60	0368	38	move	alive
2018-02-08 17:30:58	34	20	1426	1396	41.94	69.80	0369	38	move	alive
2018-02-08 17:30:59	39	20	1543	1300	39.56	65.00	0370	37	move	alive
2018-02-08 17:31:00	38	20	1478	1364	38.89	68.20	0371	37	move	alive
2018-02-08 17:31:01	43	20	1627	1380	37.84	69.00	0372	37	move	alive
2018-02-08 17:31:02	43	20	1691	1412	39.33	70.60	0373	37	move	alive
2018-02-08 17:31:03	45	20	1789	1220	39.76	61.00	0374	37	move	alive
2018-02-08 17:31:04	45	20	1981	1604	44.02	80.20	0375	37	storm	alive
2018-02-08 17:31:05	43	20	1899	1460	44.16	73.00	0376	37	move	alive
2018-02-08 17:31:06	41	20	1737	1444	42.37	72.20	0377	37	move	alive
2018-02-08 17:31:07	44	20	2092	1428	47.55	71.40	0378	37	move	alive
2018-02-08 17:31:08	41	20	1609	1364	39.24	68.20	0379	37	move	alive
2018-02-08 17:31:09	39	19	1495	1155	38.33	60.79	0380	37	move	alive
2018-02-08 17:31:10	33	22	1713	4854	51.91	220.64	0381	37	move	dead
2018-02-08 17:31:11	37	20	4405	1924	119.05	96.20	0382	36	move	dead
2018-02-08 17:31:12	34	20	578	1060	17.00	53.00	0383	36	move	dead
2018-02-08 17:31:13	35	20	595	1156	17.00	57.80	0384	36	move	dead
2018-02-08 17:31:14	35	20	595	1252	17.00	62.60	0385	36	move	dead
2018-02-08 17:31:15	36	20	660	1844	18.33	92.20	0386	36	move	dead
2018-02-08 17:31:16	40	20	760	1620	19.00	81.00	0387	36	move	dead
2018-02-08 17:31:17	40	20	728	1172	18.20	58.60	0388	34	move	dead
2018-02-08 17:31:18	42	20	778	1172	18.52	58.60	0389	34	move	dead
2018-02-08 17:31:19	39	20	727	1380	18.64	69.00	0390	34	move	dead
2018-02-08 17:31:20	40	20	744	1284	18.60	64.20	0391	34	move	dead
2018-02-08 17:31:21	40	20	760	1300	19.00	65.00	0392	34	move	dead
2018-02-08 17:31:22	42	20	778	1524	18.52	76.20	0393	34	move	dead
2018-02-08 17:31:23	41	20	761	1396	18.56	69.80	0394	34	move	dead
2018-02-08 17:31:24	39	19	711	1315	18.23	69.21	0395	34	move	dead
2018-02-08 17:31:25	42	21	778	1285	18.52	61.19	0396	34	move	dead
2018-02-08 17:31:26	42	20	794	1124	18.90	56.20	0397	34	move	dead
2018-02-08 17:31:27	39	20	743	1172	19.05	58.60	0398	34	move	dead
2018-02-08 17:31:28	40	20	744	1268	18.60	63.40	0399	34	move	dead
2018-02-08 17:31:29	40	19	744	1411	18.60	74.26	0400	34	move	dead
2018-02-08 17:31:30	40	20	728	2020	18.20	101.00	0401	34	move	dead
2018-02-08 17:31:31	39	20	759	1476	19.46	73.80	0402	34	move	dead
2018-02-08 17:31:32	38	20	710	1540	18.68	77.00	0403	34	move	dead
2018-02-08 17:31:33	36	20	692	1700	19.22	85.00	0404	34	move	dead
2018-02-08 17:31:34	41	20	761	1972	18.56	98.60	0405	34	move	dead
2018-02-08 17:31:35	41	20	761	1780	18.56	89.00	0406	34	move	dead
2018-02-08 17:31:36	40	20	744	2004	18.60	100.20	0407	34	move	dead
2018-02-08 17:31:37	40	20	744	1668	18.60	83.40	0408	34	move	dead
2018-02-08 17:31:38	37	20	709	1892	19.16	94.60	0409	34	move	dead
2018-02-08 17:31:39	36	20	692	1556	19.22	77.80	0410	34	storm	dead
2018-02-08 17:31:40	38	20	710	1556	18.68	77.80	0411	34	move	dead
2018-02-08 17:31:41	39	20	743	1812	19.05	90.60	0412	34	move	dead
2018-02-08 17:31:42	36	22	660	3718	18.33	169.00	0413	34	move	dead
2018-02-08 17:31:43	34	29	674	11309	19.82	389.97	0414	34	move	dead
2018-02-08 17:31:44	33	27	689	9099	20.88	337.00	0415	34	move	dead
2018-02-08 17:31:45	34	29	674	11165	19.82	385.00	0416	33	move	dead
2018-02-08 17:31:46	39	28	759	10028	19.46	358.14	0417	33	move	dead
2018-02-08 17:31:47	37	21	757	3589	20.46	170.90	0418	33	move	dead
2018-02-08 17:31:48	35	19	659	1859	18.83	97.84	0419	33	move	dead
2018-02-08 17:31:49	35	20	1683	1876	48.09	93.80	0420	33	move	dead
2018-02-08 17:31:50	34	20	658	1780	19.35	89.00	0421	33	move	dead
2018-02-08 17:31:51	37	20	741	1620	20.03	81.00	0422	33	move	dead
2018-02-08 17:31:52	38	20	694	1652	18.26	82.60	0423	33	move	dead
2018-02-08 17:31:53	38	20	710	1492	18.68	74.60	0424	33	move	dead
2018-02-08 17:31:54	37	20	693	1844	18.73	92.20	0425	33	move	dead
2018-02-08 17:31:55	36	20	676	1668	18.78	83.40	0426	33	move	dead
2018-02-08 17:31:56	36	20	676	1620	18.78	81.00	0427	33	move	dead
2018-02-08 17:31:57	33	20	625	1572	18.94	78.60	0428	33	move	dead
2018-02-08 17:31:58	36	20	676	2548	18.78	127.40	0429	33	move	dead
2018-02-08 17:31:59	37	20	693	1668	18.73	83.40	0430	33	move	dead
2018-02-08 17:32:00	39	20	711	1492	18.23	74.60	0431	33	move	dead
2018-02-08 17:32:01	41	20	793	1620	19.34	81.00	0432	33	move	dead
2018-02-08 17:32:02	40	20	744	1700	18.60	85.00	0433	33	move	dead
2018-02-08 17:32:03	40	20	744	1860	18.60	93.00	0434	33	move	dead
2018-02-08 17:32:04	37	20	709	1604	19.16	80.20	0435	33	move	dead
2018-02-08 17:32:05	36	19	660	1747	18.33	91.95	0436	33	move	dead
2018-02-08 17:32:06	35	21	675	1701	19.29	81.00	0437	33	move	dead
2018-02-08 17:32:07	35	19	675	1523	19.29	80.16	0438	33	move	dead
2018-02-08 17:32:08	36	20	692	1652	19.22	82.60	0439	33	move	dead
2018-02-08 17:32:09	34	20	626	1700	18.41	85.00	0440	33	move	dead
2018-02-08 17:32:10	33	20	641	1588	19.42	79.40	0441	33	move	dead
2018-02-08 17:32:11	33	20	673	1380	20.39	69.00	0442	33	move	dead
2018-02-08 17:32:12	34	20	642	1092	18.88	54.60	0443	33	move	dead
2018-02-08 17:32:13	33	20	641	1412	19.42	70.60	0444	33	move	dead
2018-02-08 17:32:14	34	20	658	1396	19.35	69.80	0445	33	move	dead
2018-02-08 17:32:15	33	20	609	1476	18.45	73.80	0446	33	move	dead
2018-02-08 17:32:16	34	20	674	1508	19.82	75.40	0447	33	move	dead
2018-02-08 17:32:17	33	20	625	1492	18.94	74.60	0448	33	move	dead
2018-02-08 17:32:18	33	20	609	1396	18.45	69.80	0449	33	move	dead
2018-02-08 17:32:19	33	20	641	1524	19.42	76.20	0450	33	move	dead
2018-02-08 17:32:20	33	20	657	1444	19.91	72.20	0451	33	move	dead
2018-02-08 17:32:21	33	20	641	1508	19.42	75.40	0452	33	move	dead
2018-02-08 17:32:22	33	20	609	1524	18.45	76.20	0453	33	move	dead
2018-02-08 17:32:23	33	20	657	1524	19.91	76.20	0454	33	move	dead
2018-02-08 17:32:24	34	20	642	1316	18.88	65.80	0455	33	move	dead
2018-02-08 17:32:25	33	20	609	1508	18.45	75.40	0456	33	move	dead
2018-02-08 17:32:26	36	20	724	1332	20.11	66.60	0457	33	move	dead
2018-02-08 17:32:27	41	19	761	1379	18.56	72.58	0458	33	move	dead
2018-02-08 17:32:28	41	21	761	1573	18.56	74.90	0459	33	move	dead
2018-02-08 17:32:29	38	19	710	1347	18.68	70.89	0460	33	move	dead
2018-02-08 17:32:30	33	20	657	1348	19.91	67.40	0461	32	move	dead
2018-02-08 17:32:31	34	20	674	1396	19.82	69.80	0462	31	move	dead
2018-02-08 17:32:32	35	20	643	1236	18.37	61.80	0463	31	move	dead
2018-02-08 17:32:33	40	20	760	1300	19.00	65.00	0464	31	move	dead
2018-02-08 17:32:34	39	20	727	1316	18.64	65.80	0465	31	move	dead
2018-02-08 17:32:35	42	20	778	1364	18.52	68.20	0466	31	move	dead
2018-02-08 17:32:36	40	20	760	1428	19.00	71.40	0467	31	move	dead
2018-02-08 17:32:37	37	20	693	1428	18.73	71.40	0468	31	move	dead
2018-02-08 17:32:38	41	20	761	1332	18.56	66.60	0469	31	move	dead
2018-02-08 17:32:39	40	20	728	1924	18.20	96.20	0470	31	move	dead
2018-02-08 17:32:40	33	20	625	1732	18.94	86.60	0471	30	move	dead
2018-02-08 17:32:41	33	20	641	2420	19.42	121.00	0472	30	move	dead
2018-02-08 17:32:42	34	20	642	1892	18.88	94.60	0473	30	move	dead
2018-02-08 17:32:43	34	20	642	1828	18.88	91.40	0474	30	move	dead
2018-02-08 17:32:44	32	20	624	2692	19.50	134.60	0475	29	move	dead
2018-02-08 17:32:45	37	20	677	2212	18.30	110.60	0476	29	move	dead
2018-02-08 17:32:46	37	20	709	2020	19.16	101.00	0477	29	move	dead
2018-02-08 17:32:47	36	22	676	5302	18.78	241.00	0478	28	move	dead
2018-02-08 17:32:48	36	20	676	1476	18.78	73.80	0479	28	move	dead
2018-02-08 17:32:49	34	19	642	1011	18.88	53.21	0480	move	dead
2018-02-08 17:32:50	33	20	609	1140	18.45	57.00	0481	28	move	dead
2018-02-08 17:32:51	35	25	755	2697	21.57	107.88	0482	28	move	dead
2018-02-08 17:32:52	34	20	706	1652	20.76	82.60	0483	28	move	dead
2018-02-08 17:32:53	34	20	658	1780	19.35	89.00	0484	28	move	dead
2018-02-08 17:32:54	35	20	675	1140	19.29	57.00	0485	27	move	dead
2018-02-08 17:32:55	36	20	692	1060	19.22	53.00	0486	27	move	dead
2018-02-08 17:32:56	17	16	417	816	24.53	51.00	0487	27	move	dead
2018-02-08 17:32:57	22	20	486	1172	22.09	58.60	0488	27	move	dead
2018-02-08 17:32:58	35	22	691	2102	19.74	95.55	0489	27	move	dead
2018-02-08 17:32:59	33	22	673	2054	20.39	93.36	0490	27	move	dead
2018-02-08 17:33:00	33	20	673	1300	20.39	65.00	0491	27	move	dead
2018-02-08 17:33:01	37	20	741	1764	20.03	88.20	0492	27	move	dead
2018-02-08 17:33:02	40	20	776	1524	19.40	76.20	0493	27	move	dead
2018-02-08 17:33:03	37	20	693	1316	18.73	65.80	0494	27	move	dead
2018-02-08 17:33:04	39	21	743	1541	19.05	73.38	0495	27	move	dead
2018-02-08 17:33:05	35	20	659	1636	18.83	81.80	0496	27	move	dead
2018-02-08 17:33:06	35	20	675	1540	19.29	77.00	0497	27	move	dead
2018-02-08 17:33:07	36	19	692	1539	19.22	81.00	0498	27	move	dead
2018-02-08 17:33:08	37	21	709	1253	19.16	59.67	0499	27	move	dead
2018-02-08 17:33:09	41	19	761	1267	18.56	66.68	0500	27	move	dead
2018-02-08 17:33:10	37	21	709	1509	19.16	71.86	0501	27	move	dead
2018-02-08 17:33:11	33	19	625	1299	18.94	68.37	0502	27	move	dead
2018-02-08 17:33:12	33	20	641	1316	19.42	65.80	0503	27	move	dead
2018-02-08 17:33:13	33	20	657	1732	19.91	86.60	0504	27	move	dead
2018-02-08 17:33:14	31	20	607	1252	19.58	62.60	0505	27	move	dead
2018-02-08 17:33:15	31	20	623	1300	20.10	65.00	0506	27	move	dead
2018-02-08 17:33:16	32	20	656	1108	20.50	55.40	0507	27	move	dead
2018-02-08 17:33:17	31	20	623	1156	20.10	57.80	0508	27	move	dead
2018-02-08 17:33:18	33	20	625	932	18.94	46.60	0509	27	move	dead
2018-02-08 17:33:19	33	20	609	1108	18.45	55.40	0510	27	move	dead
2018-02-08 17:33:20	35	20	659	996	18.83	49.80	0511	27	move	dead
2018-02-08 17:33:21	35	20	707	1220	20.20	61.00	0512	27	move	dead
2018-02-08 17:33:22	38	20	742	1460	19.53	73.00	0513	27	move	dead
2018-02-08 17:33:23	36	20	756	1108	21.00	55.40	0514	26	move	dead
2018-02-08 17:33:24	38	20	694	1028	18.26	51.40	0515	26	move	dead
2018-02-08 17:33:25	38	20	726	948	19.11	47.40	0516	26	move	dead
2018-02-08 17:33:26	40	20	776	1044	19.40	52.20	0517	26	move	dead
2018-02-08 17:33:27	39	20	743	1268	19.05	63.40	0518	jump	dead
2018-02-08 17:33:28	39	20	727	996	18.64	49.80	0519	jump	dead
2018-02-08 17:33:29	39	20	711	2084	18.23	104.20	0520	jump	dead
2018-02-08 17:33:30	41	20	761	1332	18.56	66.60	0521	jump	dead
2018-02-08 17:33:31	43	20	827	1332	19.23	66.60	0522	jump	dead
2018-02-08 17:33:32	40	19	744	1171	18.60	61.63	0523	jump	dead
2018-02-08 17:33:33	42	20	778	1172	18.52	58.60	0524	jump	dead
2018-02-08 17:33:34	41	20	761	1284	18.56	64.20	0525	jump	dead
2018-02-08 17:33:35	40	20	728	1044	18.20	52.20	0526	jump	dead
2018-02-08 17:33:36	39	20	743	1092	19.05	54.60	0527	jump	dead
2018-02-08 17:33:37	36	20	676	1060	18.78	53.00	0528	jump	dead
2018-02-08 17:33:38	35	20	659	1140	18.83	57.00	0529	jump	dead
2018-02-08 17:33:39	36	20	660	1012	18.33	50.60	0530	jump	dead
2018-02-08 17:33:40	40	20	936	1924	23.40	96.20	0531	jump	dead
2018-02-08 17:33:41	40	20	760	1108	19.00	55.40	0532	jump	dead
2018-02-08 17:33:42	41	20	761	1220	18.56	61.00	0533	jump	dead
2018-02-08 17:33:43	41	20	761	1348	18.56	67.40	0534	jump	dead
2018-02-08 17:33:44	42	20	778	1124	18.52	56.20	0535	jump	dead
2018-02-08 17:33:45	36	20	676	1076	18.78	53.80	0536	jump	dead
2018-02-08 17:33:46	36	20	692	1204	19.22	60.20	0537	25	move	dead
2018-02-08 17:33:47	33	20	657	1076	19.91	53.80	0538	25	move	dead
2018-02-08 17:33:48	33	20	657	1076	19.91	53.80	0539	jump	dead
2018-02-08 17:33:49	32	20	608	900	19.00	45.00	0540	jump	dead
2018-02-08 17:33:50	32	20	688	1076	21.50	53.80	0541	bus	dead
2018-02-08 17:33:51	33	19	689	1075	20.88	56.58	0542	bus	dead
2018-02-08 17:33:52	33	21	641	997	19.42	47.48	0543	bus	dead
2018-02-08 17:33:53	32	19	608	995	19.00	52.37	0544	jump	dead
2018-02-08 17:33:54	34	21	658	1045	19.35	49.76	0545	bus	dead
2018-02-08 17:33:55	32	19	640	915	20.00	48.16	0546	bus	dead
2018-02-08 17:33:56	34	20	658	1012	19.35	50.60	0547	23	storm	dead
2018-02-08 17:33:57	35	20	659	932	18.83	46.60	0548	23	storm	dead
2018-02-08 17:33:58	35	20	643	964	18.37	48.20	0549	23	storm	dead
2018-02-08 17:33:59	37	20	709	1044	19.16	52.20	0550	23	storm	dead
2018-02-08 17:34:00	36	20	692	1140	19.22	57.00	0551	23	storm	dead
2018-02-08 17:34:01	35	20	691	1028	19.74	51.40	0552	storm	dead
2018-02-08 17:34:02	37	20	693	1364	18.73	68.20	0553	23	storm	dead
2018-02-08 17:34:03	38	20	710	1172	18.68	58.60	0554	storm	dead
2018-02-08 17:34:04	39	20	727	980	18.64	49.00	0555	23	storm	dead
2018-02-08 17:34:05	37	20	693	1812	18.73	90.60	0556	23	storm	dead
2018-02-08 17:34:06	38	20	774	1844	20.37	92.20	0557	23	storm	dead
2018-02-08 17:34:07	36	20	708	2116	19.67	105.80	0558	23	storm	dead
2018-02-08 17:34:08	34	20	690	1908	20.29	95.40	0559	storm	dead
2018-02-08 17:34:09	33	20	625	1620	18.94	81.00	0560	22	storm	dead
2018-02-08 17:34:10	34	20	674	1412	19.82	70.60	0561	22	storm	dead
2018-02-08 17:34:11	33	19	705	1251	21.36	65.84	0562	22	storm	dead
2018-02-08 17:34:12	33	21	609	1365	18.45	65.00	0563	22	storm	dead
2018-02-08 17:34:13	34	19	658	1459	19.35	76.79	0564	22	storm	dead
2018-02-08 17:34:14	35	20	723	2276	20.66	113.80	0565	21	storm	dead
2018-02-08 17:34:15	36	20	708	2116	19.67	105.80	0566	21	storm	dead
2018-02-08 17:34:16	34	20	658	1828	19.35	91.40	0567	21	storm	dead
2018-02-08 17:34:17	34	20	658	1748	19.35	87.40	0568	storm	dead
2018-02-08 17:34:18	35	20	643	1412	18.37	70.60	0569	21	storm	dead
2018-02-08 17:34:19	35	20	675	1396	19.29	69.80	0570	storm	dead
2018-02-08 17:34:20	35	20	691	1924	19.74	96.20	0571	storm	dead
2018-02-08 17:34:21	39	20	759	1988	19.46	99.40	0572	21	storm	dead
2018-02-08 17:34:22	36	20	692	2228	19.22	111.40	0573	storm	dead
2018-02-08 17:34:23	35	20	723	2596	20.66	129.80	0574	21	storm	dead
2018-02-08 17:34:24	34	20	674	2084	19.82	104.20	0575	storm	dead
2018-02-08 17:34:25	32	20	624	2244	19.50	112.20	0576	21	storm	dead
2018-02-08 17:34:26	33	20	641	2324	19.42	116.20	0577	21	storm	dead
2018-02-08 17:34:27	31	20	591	1860	19.06	93.00	0578	21	storm	dead
2018-02-08 17:34:28	32	20	656	2164	20.50	108.20	0579	21	storm	dead
2018-02-08 17:34:29	31	20	591	1780	19.06	89.00	0580	21	storm	dead
2018-02-08 17:34:30	33	20	625	1860	18.94	93.00	0581	21	storm	dead
2018-02-08 17:34:31	33	19	657	1779	19.91	93.63	0582	21	storm	dead
2018-02-08 17:34:32	33	20	657	1972	19.91	98.60	0583	21	storm	dead
2018-02-08 17:34:33	33	20	625	1908	18.94	95.40	0584	21	storm	dead
2018-02-08 17:34:34	33	20	641	2180	19.42	109.00	0585	21	storm	dead
2018-02-08 17:34:35	33	20	641	1876	19.42	93.80	0586	21	storm	dead
2018-02-08 17:34:36	33	20	657	1716	19.91	85.80	0587	21	storm	dead
2018-02-08 17:34:37	35	20	707	1620	20.20	81.00	0588	21	storm	dead
2018-02-08 17:34:38	35	22	675	2758	19.29	125.36	0589	21	storm	dead
2018-02-08 17:34:39	35	20	675	1748	19.29	87.40	0590	21	storm	dead
2018-02-08 17:34:40	36	20	676	1972	18.78	98.60	0591	21	storm	dead
2018-02-08 17:34:41	35	20	915	2740	26.14	137.00	0592	21	storm	dead
2018-02-08 17:34:42	33	20	641	1908	19.42	95.40	0593	21	storm	dead
2018-02-08 17:34:43	32	20	608	2068	19.00	103.40	0594	21	storm	dead
2018-02-08 17:34:44	32	20	624	1924	19.50	96.20	0595	21	storm	dead
2018-02-08 17:34:45	32	20	640	2068	20.00	103.40	0596	21	storm	dead
2018-02-08 17:34:46	32	20	640	1732	20.00	86.60	0597	21	storm	dead
2018-02-08 17:34:47	37	19	677	1347	18.30	70.89	0598	21	storm	dead
2018-02-08 17:34:48	35	21	659	1637	18.83	77.95	0599	21	storm	dead
2018-02-08 17:34:49	37	20	709	1588	19.16	79.40	0600	21	storm	dead
2018-02-08 17:34:50	39	20	727	1556	18.64	77.80	0601	21	storm	dead
2018-02-08 17:34:51	38	20	726	1492	19.11	74.60	0602	21	storm	dead
2018-02-08 17:34:52	35	19	643	1923	18.37	101.21	0603	21	storm	dead
2018-02-08 17:34:53	33	20	641	1684	19.42	84.20	0604	21	storm	dead
2018-02-08 17:34:54	38	20	710	1412	18.68	70.60	0605	21	storm	dead
2018-02-08 17:34:55	38	20	710	1284	18.68	64.20	0606	21	storm	dead
2018-02-08 17:34:56	40	20	760	1412	19.00	70.60	0607	21	storm	dead
2018-02-08 17:34:57	40	20	728	1588	18.20	79.40	0608	21	storm	dead
2018-02-08 17:34:58	34	20	674	2004	19.82	100.20	0609	storm	dead
2018-02-08 17:34:59	33	20	641	1604	19.42	80.20	0610	storm	dead
2018-02-08 17:35:00	32	20	624	1556	19.50	77.80	0611	21	storm	dead
2018-02-08 17:35:01	34	20	658	1540	19.35	77.00	0612	21	storm	dead
2018-02-08 17:35:02	40	20	760	1668	19.00	83.40	0613	21	storm	dead
2018-02-08 17:35:03	40	20	744	1476	18.60	73.80	0614	21	storm	dead
2018-02-08 17:35:04	38	20	710	1460	18.68	73.00	0615	21	storm	dead
2018-02-08 17:35:05	38	20	710	1508	18.68	75.40	0616	21	storm	dead
2018-02-08 17:35:06	40	20	744	1556	18.60	77.80	0617	21	storm	dead
2018-02-08 17:35:07	40	20	744	1476	18.60	73.80	0618	21	storm	dead
2018-02-08 17:35:08	41	19	761	1139	18.56	59.95	0619	21	storm	dead
2018-02-08 17:35:09	40	21	744	1349	18.60	64.24	0620	21	storm	dead
2018-02-08 17:35:10	37	19	677	1107	18.30	58.26	0621	21	storm	dead
2018-02-08 17:35:11	37	20	709	2164	19.16	108.20	0622	21	storm	dead
2018-02-08 17:35:12	34	20	642	1604	18.88	80.20	0623	21	storm	dead
2018-02-08 17:35:13	33	20	641	1636	19.42	81.80	0624	21	storm	dead
2018-02-08 17:35:14	32	20	608	1476	19.00	73.80	0625	storm	dead
2018-02-08 17:35:15	34	20	642	1524	18.88	76.20	0626	21	storm	dead
2018-02-08 17:35:16	40	20	760	1604	19.00	80.20	0627	21	storm	dead
2018-02-08 17:35:17	34	20	626	2132	18.41	106.60	0628	20	storm	dead
2018-02-08 17:35:18	34	20	658	1700	19.35	85.00	0629	20	storm	dead
2018-02-08 17:35:19	34	20	674	1588	19.82	79.40	0630	20	storm	dead
2018-02-08 17:35:20	34	20	674	1556	19.82	77.80	0631	20	storm	dead
2018-02-08 17:35:21	37	20	709	2084	19.16	104.20	0632	20	storm	dead
2018-02-08 17:35:22	36	20	676	2420	18.78	121.00	0633	20	storm	dead
2018-02-08 17:35:23	32	20	608	2788	19.00	139.40	0634	20	storm	dead
2018-02-08 17:35:24	34	20	658	2532	19.35	126.60	0635	20	storm	dead
2018-02-08 17:35:25	34	20	658	2548	19.35	127.40	0636	20	storm	dead
2018-02-08 17:35:26	34	20	674	2260	19.82	113.00	0637	20	storm	dead
2018-02-08 17:35:27	34	20	642	2980	18.88	149.00	0638	20	storm	dead
2018-02-08 17:35:28	35	20	659	2404	18.83	120.20	0639	20	storm	dead
2018-02-08 17:35:29	34	19	658	2739	19.35	144.16	0640	20	storm	dead
2018-02-08 17:35:30	31	21	591	2981	19.06	141.95	0641	19	storm	dead
2018-02-08 17:35:31	34	20	706	2884	20.76	144.20	0642	19	storm	dead
2018-02-08 17:35:32	33	20	609	2852	18.45	142.60	0643	19	storm	dead
2018-02-08 17:35:33	34	21	658	6037	19.35	287.48	0644	19	storm	dead
2018-02-08 17:35:34	34	20	674	2660	19.82	133.00	0645	18	storm	dead
2018-02-08 17:35:35	32	20	640	2836	20.00	141.80	0646	18	storm	dead
2018-02-08 17:35:36	34	20	658	2260	19.35	113.00	0647	18	storm	dead
2018-02-08 17:35:37	36	20	676	1492	18.78	74.60	0648	18	storm	dead
2018-02-08 17:35:38	41	20	761	1956	18.56	97.80	0649	18	storm	dead
2018-02-08 17:35:39	39	20	727	2356	18.64	117.80	0650	18	storm	dead
2018-02-08 17:35:40	39	20	727	1700	18.64	85.00	0651	18	storm	dead
2018-02-08 17:35:41	42	20	986	2564	23.48	128.20	0652	18	storm	dead
2018-02-08 17:35:42	38	20	694	1876	18.26	93.80	0653	18	storm	dead
2018-02-08 17:35:43	39	20	727	2132	18.64	106.60	0654	18	storm	dead
2018-02-08 17:35:44	38	20	710	2260	18.68	113.00	0655	18	storm	dead
2018-02-08 17:35:45	33	19	641	2051	19.42	107.95	0656	18	storm	dead
2018-02-08 17:35:46	32	21	640	2133	20.00	101.57	0657	18	storm	dead
2018-02-08 17:35:47	31	18	607	2338	19.58	129.89	0658	18	storm	dead
2018-02-08 17:35:48	24	22	504	1926	21.00	87.55	0659	18	storm	dead
2018-02-08 17:35:49	21	18	437	1138	20.81	63.22	0660	18	storm	dead
2018-02-08 17:35:50	18	21	370	805	20.56	38.33	0661	18	storm	dead
2018-02-08 17:35:51	17	17	385	1057	22.65	62.18	0662	18	storm	dead
2018-02-08 17:35:52	23	23	471	2503	20.48	108.83	0663	18	storm	dead
2018-02-08 17:35:53	34	19	658	1379	19.35	72.58	0664	18	storm	dead
2018-02-08 17:35:54	34	20	658	1156	19.35	57.80	0665	18	storm	dead
2018-02-08 17:35:55	33	20	625	1412	18.94	70.60	0666	18	storm	dead
2018-02-08 17:35:56	32	20	640	1476	20.00	73.80	0667	18	storm	dead
2018-02-08 17:35:57	35	20	675	1476	19.29	73.80	0668	18	storm	dead
2018-02-08 17:35:58	34	20	674	1588	19.82	79.40	0669	18	storm	dead
2018-02-08 17:35:59	36	20	676	2052	18.78	102.60	0670	18	storm	dead
2018-02-08 17:36:00	33	21	673	2357	20.39	112.24	0671	18	storm	dead
2018-02-08 17:36:01	35	21	739	2853	21.11	135.86	0672	18	storm	dead
2018-02-08 17:36:02	33	20	625	2164	18.94	108.20	0673	18	storm	dead
2018-02-08 17:36:03	34	21	690	3541	20.29	168.62	0674	18	storm	dead
2018-02-08 17:36:04	36	20	660	2244	18.33	112.20	0675	18	storm	dead
2018-02-08 17:36:05	37	20	693	2052	18.73	102.60	0676	18	storm	dead
2018-02-08 17:36:06	35	20	707	2868	20.20	143.40	0677	18	storm	dead
2018-02-08 17:36:07	34	20	674	2052	19.82	102.60	0678	17	storm	dead
2018-02-08 17:36:08	34	20	674	2132	19.82	106.60	0679	17	storm	dead
2018-02-08 17:36:09	35	20	675	2180	19.29	109.00	0680	17	storm	dead
2018-02-08 17:36:10	36	20	660	2052	18.33	102.60	0681	17	storm	dead
2018-02-08 17:36:11	34	19	658	1875	19.35	98.68	0682	17	storm	dead
2018-02-08 17:36:12	36	21	692	1605	19.22	76.43	0683	17	storm	dead
2018-02-08 17:36:13	35	19	707	1827	20.20	96.16	0684	17	storm	dead
2018-02-08 17:36:14	35	20	675	3460	19.29	173.00	0685	17	storm	dead
2018-02-08 17:36:15	37	20	677	2084	18.30	104.20	0686	16	storm	dead
2018-02-08 17:36:16	35	20	691	1924	19.74	96.20	0687	16	storm	dead
2018-02-08 17:36:17	36	20	708	1924	19.67	96.20	0688	16	storm	dead
2018-02-08 17:36:18	37	20	693	1716	18.73	85.80	0689	16	storm	dead
2018-02-08 17:36:19	36	21	708	2421	19.67	115.29	0690	16	bus	dead
2018-02-08 17:36:20	36	22	692	4070	19.22	185.00	0691	16	move	dead
2018-02-08 17:36:21	35	20	691	2484	19.74	124.20	0692	16	storm	dead
2018-02-08 17:36:22	37	20	693	1732	18.73	86.60	0693	16	move	dead
2018-02-08 17:36:23	36	21	724	2501	20.11	119.10	0694	16	move	dead
2018-02-08 17:36:24	37	20	741	2036	20.03	101.80	0695	16	move	dead
2018-02-08 17:36:25	39	20	711	2212	18.23	110.60	0696	16	move	dead
2018-02-08 17:36:26	37	20	709	2228	19.16	111.40	0697	16	move	dead
2018-02-08 17:36:27	38	20	726	1876	19.11	93.80	0698	16	move	dead
